Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js index 135 21 261
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 172 12 1631 =======> 0.027255058289
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 184 16 1650 =======> 0.788653850555
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 201 6 1664 =======> 0.001748090261
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 207 9 1672 =======> 0.323701143265
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 261 5 1706 =======> 0.024771047756
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 266 8 1715 =======> 0.004180508666
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 274 13 1722 =======> 0.007877660915
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 297 6 1740 =======> 0.000230827165
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 305 8 1747 =======> 0.019310835749
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 320 32 1771 =======> 0.304871410131
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 347 44 1794 =======> 0.495472371578
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 353 9 1798 =======> 0.001086454024
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 360 10 1807 =======> 0.036021038890
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 363 22 1813 =======> 0.036160696298
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 369 6 1817 =======> 0.247184976935
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 375 13 1828 =======> 0.000024486037
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js Comment 200 15 349
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/comment.js nan 6 13 55 =======> 0.656064629555
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js cleanSource 10 0 84 =======> 0.684071302414
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 11 19 90 =======> 0.626167118549
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js markDirtyUp 18 0 97 =======> 0.559722661972
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 28 8 110 =======> 0.000491796643
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 39 11 129 =======> 0.084565594792
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 46 6 139 =======> 0.027845287696
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 63 7 162 =======> 0.076362319291
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 67 13 167 =======> 0.255853682756
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 78 19 178 =======> 0.000166536498
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 80 9 182 =======> 0.057712912560
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 89 17 194 =======> 0.173438385129
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 91 26 201 =======> 0.099102593958
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 93 25 205 =======> 0.038197241724
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 101 17 212 =======> 0.047176353633
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 102 30 216 =======> 0.020832683891
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 107 17 224 =======> 0.001896131318
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 109 32 231 =======> 0.415331572294
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 117 9 238 =======> 0.220151200891
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 128 7 246 =======> 0.803399980068
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 134 13 256 =======> 0.043018117547
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 153 14 280 =======> 0.045845452696
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 173 11 300 =======> 0.139324575663
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 205 30 355 =======> 0.621980786324
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 223 9 376 =======> 0.018428729847
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 238 6 394 =======> 0.267756074667
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 244 11 399 =======> 0.001503408188
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 253 13 406 =======> 0.406513363123
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 271 15 417 =======> 0.068419031799
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 277 19 425 =======> 0.251363873482
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 289 6 443 =======> 0.062200859189
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 293 6 448 =======> 0.010100216605
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 294 21 451 =======> 0.011538179591
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 309 13 465 =======> 0.003608016297
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 312 23 470 =======> 0.001606256352
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 319 23 478 =======> 0.001401446876
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 325 21 486 =======> 0.002368896734
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 332 14 492 =======> 0.002225862583
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 333 21 495 =======> 0.001715358347
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 340 11 500 =======> 0.002944634994
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 343 23 505 =======> 0.001598917646
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 350 23 512 =======> 0.001340271323
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 356 21 519 =======> 0.001859124983
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 363 11 525 =======> 0.002490028273
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 367 23 530 =======> 0.001596629620
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 374 23 537 =======> 0.001356141525
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 380 21 544 =======> 0.002012572484
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 387 11 549 =======> 0.001367545919
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 392 10 555 =======> 0.002008076059
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 398 26 561 =======> 0.014133452438
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 402 25 564 =======> 0.023911550641
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 406 27 566 =======> 0.015526182018
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 410 25 568 =======> 0.014675827697
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 418 20 572 =======> 0.174842432141
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 434 23 589 =======> 0.064109347761
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js cloneNode 8 0 1418 =======> 0.847919464111
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 25 28 1453 =======> 0.783443987370
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 36 13 1463 =======> 0.267707109451
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 57 12 1487 =======> 0.195726796985
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 69 7 1512 =======> 0.204618841410
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 74 8 1519 =======> 0.152428880334
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 81 8 1528 =======> 0.355216741562
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 86 11 1534 =======> 0.069414190948
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 92 7 1543 =======> 0.826884150505
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 100 12 1553 =======> 0.447273015976
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 106 13 1562 =======> 0.577148616314
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 112 7 1570 =======> 0.032418753952
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 125 19 1589 =======> 0.001007428393
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 127 9 1593 =======> 0.042810752988
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 131 17 1599 =======> 0.001571778092
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 137 9 1606 =======> 0.151783317327
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 156 11 1614 =======> 0.018338894472
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 166 6 1620 =======> 0.007433511317
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 172 12 1631 =======> 0.047320008278
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 184 16 1650 =======> 0.912409603596
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 201 6 1664 =======> 0.003110409947
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 207 9 1672 =======> 0.491668432951
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 261 5 1706 =======> 0.034768518060
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 266 8 1715 =======> 0.006115128286
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 274 13 1722 =======> 0.012527336366
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 297 6 1740 =======> 0.000374877622
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 305 8 1747 =======> 0.032402459532
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 320 32 1771 =======> 0.535060465336
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 347 44 1794 =======> 0.827862560749
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 353 9 1798 =======> 0.001855299925
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 360 10 1807 =======> 0.039745375514
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 363 22 1813 =======> 0.071037299931
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 369 6 1817 =======> 0.517974436283
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/node.js nan 375 13 1828 =======> 0.000041998443
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js markDirty 233 4 391
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/comment.js nan 6 13 55 =======> 0.449415981770
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js cleanSource 10 0 84 =======> 0.040864419192
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 11 19 90 =======> 0.075296752155
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js markDirtyUp 18 0 97 =======> 0.036674022675
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 28 8 110 =======> 0.038296282291
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 39 11 129 =======> 0.189918071032
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 46 6 139 =======> 0.188525781035
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 63 7 162 =======> 0.053625058383
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 67 13 167 =======> 0.024209767580
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 78 19 178 =======> 0.005659942981
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 80 9 182 =======> 0.095367908478
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 89 17 194 =======> 0.242162093520
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 91 26 201 =======> 0.032118763775
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 93 25 205 =======> 0.072017997503
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 101 17 212 =======> 0.015524460934
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 102 30 216 =======> 0.083056442440
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 107 17 224 =======> 0.052897702903
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 109 32 231 =======> 0.223260983825
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 117 9 238 =======> 0.134542733431
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 128 7 246 =======> 0.360164582729
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 134 13 256 =======> 0.113300479949
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 153 14 280 =======> 0.110490575433
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 173 11 300 =======> 0.451708197594
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 205 30 355 =======> 0.032154247165
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 223 9 376 =======> 0.273284912109
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 238 6 394 =======> 0.482126414776
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 244 11 399 =======> 0.042704522610
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 253 13 406 =======> 0.263524889946
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 271 15 417 =======> 0.370965331793
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 277 19 425 =======> 0.033671110868
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 289 6 443 =======> 0.067146562040
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 293 6 448 =======> 0.495392382145
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 294 21 451 =======> 0.154287844896
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 309 13 465 =======> 0.026804665104
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 312 23 470 =======> 0.045175150037
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 319 23 478 =======> 0.029964724556
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 325 21 486 =======> 0.070808783174
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/postcss/lib/container.js nan 332 14 492 =======> 0.034497760236
