Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 23 98 320
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 42 404 799 =======> 0.793794929981
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 43 123 811 =======> 0.915203630924
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 43 137 812 =======> 0.921391904354
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 43 441 834 =======> 0.428053438663
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 45 409 905 =======> 0.920469045639
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 46 151 917 =======> 0.018172247335
Total edge above 0.9 ===>  0


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js y 40 123 720
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 1 1 85 =======> 0.201070845127
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 18 1 90 =======> 0.751322031021
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js T 18 12 91 =======> 0.712689280510
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js d 18 26 94 =======> 0.550936937332
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 18 219 118 =======> 0.500797867775
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js b 18 358 130 =======> 0.776136994362
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 19 341 177 =======> 0.653982579708
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js v 20 100 200 =======> 0.598045825958
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 21 234 244 =======> 0.887281239033
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js U 22 196 288 =======> 0.906956434250
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 22 212 290 =======> 0.662938237190
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js J 23 146 325 =======> 0.952790558338
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js V 23 246 334 =======> 0.943677425385
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js G 23 395 349 =======> 0.926330149174
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 23 411 351 =======> 0.740100979805
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 25 23 401 =======> 0.693162381649
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js y 25 271 423 =======> 0.971159100533
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js L 29 177 489 =======> 0.790624678135
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js b 29 195 491 =======> 0.612330973148
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js v 30 99 517 =======> 0.823481798172
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js b 30 113 518 =======> 0.948340654373
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js t 31 308 568 =======> 0.970072627068
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js K 31 456 580 =======> 0.905706882477
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js M 32 45 585 =======> 0.959891498089
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 42 404 799 =======> 0.450763225555
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 43 123 811 =======> 0.670128405094
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 43 137 812 =======> 0.815943539143
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 43 441 834 =======> 0.284870624542
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 45 409 905 =======> 0.831479728222
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 46 151 917 =======> 0.085702054203
Total edge above 0.9 ===>  1


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js y 41 76 751
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 1 1 85 =======> 0.190474927425
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 18 1 90 =======> 0.709676325321
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js T 18 12 91 =======> 0.688529908657
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js d 18 26 94 =======> 0.554865658283
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 18 219 118 =======> 0.487939089537
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js b 18 358 130 =======> 0.773949623108
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 19 341 177 =======> 0.648724079132
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js v 20 100 200 =======> 0.594991266727
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 21 234 244 =======> 0.890054047108
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js U 22 196 288 =======> 0.901939094067
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 22 212 290 =======> 0.652931809425
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js J 23 146 325 =======> 0.955165147781
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js V 23 246 334 =======> 0.938459277153
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js G 23 395 349 =======> 0.918591439724
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 23 411 351 =======> 0.737625658512
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 25 23 401 =======> 0.681945085526
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js y 25 271 423 =======> 0.969714879990
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js L 29 177 489 =======> 0.783169031143
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js b 29 195 491 =======> 0.609314143658
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js v 30 99 517 =======> 0.816925108433
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js b 30 113 518 =======> 0.948722779751
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js t 31 308 568 =======> 0.967753231525
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js K 31 456 580 =======> 0.900629460812
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js M 32 45 585 =======> 0.960764169693
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 42 404 799 =======> 0.429539710283
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 43 123 811 =======> 0.651479303837
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js f 43 137 812 =======> 0.809171855450
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 43 441 834 =======> 0.280176788568
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 45 409 905 =======> 0.822712361813
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/src/assets/js/prettify.js nan 46 151 917 =======> 0.082654111087
Total edge above 0.9 ===>  2


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.spec.js testPackage 8 29 1406
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.js addMetadataAliasesProcessor 10 17 1311 =======> 0.972489833832
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.js nan 14 14 1320 =======> 0.010654793121
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.js nan 15 19 1324 =======> 0.000027287510
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.js extractSelectors 32 0 1345 =======> 0.012363784947
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.js nan 34 66 1357 =======> 0.000011543571
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.js nan 36 16 1364 =======> 0.000036204372
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.js nan 41 25 1370 =======> 0.000069372305
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.js stripQuotes 47 0 1376 =======> 0.003962614574
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.spec.js nan 5 44 1398 =======> 0.000000174527
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.spec.js nan 7 44 1401 =======> 0.000020785983
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.spec.js nan 14 47 1421 =======> 0.000008569949
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.spec.js nan 19 48 1430 =======> 0.000008596537
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/addMetadataAliases.spec.js nan 24 68 1438 =======> 0.000227098149
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js testPackage 13 17 8225 =======> 0.972004830837
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 18 21 8236 =======> 0.066464468837
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 22 29 8246 =======> 0.094981424510
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/helpers/test-package.js nan 26 34 8252 =======> 0.211251243949
Total edge above 0.9 ===>  3


Source =====>/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeApiBreadCrumbs.spec.js $process 25 4 1622
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeApiBreadCrumbs.js computeApiBreadCrumbs 1 17 1527 =======> 0.042503841221
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeApiBreadCrumbs.js nan 5 12 1537 =======> 0.000354405958
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeApiBreadCrumbs.js nan 7 19 1541 =======> 0.000175092588
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeApiBreadCrumbs.spec.js nan 5 65 1571 =======> 0.000000000880
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeApiBreadCrumbs.spec.js nan 7 44 1574 =======> 0.000000144637
/Users/masudulhasanmasudbhuiyan/Documents/gitlab/libraries/rxjs/docs_app/tools/transforms/angular-api-package/processors/computeApiBreadCrumbs.spec.js nan 16 82 1603 =======> 0.000001031247
